Address,Status Code,Title 1,H1-1,Meta Description 1
https://divasweb.ro/,200,"Agenție Digitală: Web Design, Marketing, AI | Divas","Agenția digitală care leagă website-ul, marketingul și procesele companiei","Construim website-uri, magazine online, campanii și automatizări care lucrează ca un singur sistem. 120+ proiecte din 2014. Birouri în Cluj-Napoca și Baia Mare."
https://divasweb.ro/servicii/,200,Servicii Digitale Complete | Agenție Divas — din 2014,Servicii digitale care se leagă între ele,"Web design, magazine online, automatizări AI, integrări, software personalizat, marketing, SEO, branding și mentenanță. Toate serviciile într-o singură echipă."
https://divasweb.ro/solutii/,200,Soluții și Sisteme Premium pentru Companii | Divas,Sisteme pentru companii care trec la nivelul următor,"Sisteme la comandă: rezervări HoReCa, programări medicale, CRM, asistenți AI și gestiune internă, pentru companii care au depășit software-ul standard."
https://divasweb.ro/solutii/rezervari-horeca/,200,Sisteme de Rezervări HoReCa | Pe Comandă — Divas,Sisteme de rezervări construite pe felul în care funcționează locația ta,"Sisteme de rezervări pentru restaurante, pensiuni și baze sportive. Mese, camere, terenuri și evenimente, conectate la plăți, POS și fluxul din bucătărie."
https://divasweb.ro/solutii/programari-medicale/,200,Sisteme de Programări Medicale | Pe Comandă — Divas,Sisteme de programări care trimit pacientul la specialistul potrivit,"Sisteme de programări pentru cabinete și clinici: triaj pe specialitate, agende pe mai mulți medici, memento-uri automate și preluare asistată a cererilor."
https://divasweb.ro/solutii/sisteme-crm/,200,Sisteme CRM Personalizate pentru Companii | Divas,"Un CRM construit pe procesul tău de vânzare, nu invers","Sisteme CRM construite pe felul în care vinde echipa ta. Conectate la site, la ofertare, la facturare și la gestiune, fără licențe pe utilizator."
https://divasweb.ro/solutii/asistenti-ai/,200,Sisteme de Asistență AI pentru Companii | Divas,"Asistenți AI care fac treaba, nu doar conversație","Asistenți AI antrenați pe datele companiei tale. Răspund, califică și execută acțiuni — programare, ofertare, direcționare — cu limite clare și control uman."
https://divasweb.ro/solutii/sisteme-de-gestiune/,200,Sisteme Proprii de Gestiune și Software Intern | Divas,Sisteme de gestiune construite pe felul în care operează compania ta,"Sisteme de gestiune construite pe fluxul tău: stocuri, producție, comenzi și aprobări. Pentru golul dintre Excel și ERP, unde trăiesc firmele mijlocii."
https://divasweb.ro/web-design/,200,Creare Site Web Profesionist | Firmă Web Design — Divas,"Creare site web profesionist, construit să aducă cereri de ofertă","Firmă de creare site web, 120+ proiecte din 2014. Site-uri profesionale pe React și Next.js: rapide, optimizate SEO, făcute să aducă cereri de ofertă."
https://divasweb.ro/magazine-online/,200,Creare Magazin Online | Agenție eCommerce — Divas,"Creare magazin online care vinde, nu doar afișează produse","Agenție eCommerce cu 120+ proiecte din 2014. Realizare magazin online pe WooCommerce, Shopify sau React: conectat la gestiune, facturare și curieri."
https://divasweb.ro/ai-si-automatizari/,200,Automatizări AI pentru Firme | Agenți AI — Divas,Automatizări AI care scot munca repetitivă din firma ta,"Implementare AI și automatizare procese business pentru companii din România. Agenți AI, fluxuri automate, procesare de documente. Proiecte livrate din 2014."
https://divasweb.ro/integrari-si-automatizari/,200,"Integrare ERP, CRM și API | Sincronizare Date — Divas","Integrare ERP și API: sistemele tale, conectate între ele","Integrăm programul de gestiune cu magazinul online, facturarea și CRM-ul. Sincronizare automată de stocuri, prețuri și comenzi, prin API sau serviciu web."
https://divasweb.ro/web-development/,200,Software Personalizat și Platforme Web | Divas,"Software personalizat, construit pe fluxul real al companiei tale","Dezvoltare software personalizat și aplicații web la comandă. Platforme construite pe fluxul intern al companiei, cu React, Next.js, PHP și MySQL."
https://divasweb.ro/marketing-online/,200,Agenție Marketing Online și Google Ads | Divas,"Agenție de marketing online care raportează clienți, nu afișări","Agenție de marketing online: campanii Google Ads și Meta Ads, SEO și conținut, construite pentru cereri de ofertă, nu pentru afișări."
https://divasweb.ro/seo/,200,Servicii SEO Profesionale | Agenție SEO — Divas,"Servicii SEO profesionale, cu rezultate care rămân","Servicii SEO profesionale: audit tehnic, conținut și poziționare locală. Optimizare SEO pentru site-uri și magazine online, cu raportare pe poziții și cereri."
https://divasweb.ro/branding/,200,Creare Identitate Vizuală și Brand Book | Divas,"Creare identitate vizuală care ține, nu doar un logo frumos","Agenție de branding: creare logo firmă, identitate vizuală completă și brand book. Construim brandul ca sistem, aplicat coerent pe toate materialele."
https://divasweb.ro/mentenanta-si-suport-website/,200,Mentenanță Site Web și Suport Tehnic | Divas,Mentenanță site web: cineva care are grijă de el înainte să pice,"Mentenanță site web și suport tehnic lunar: actualizări, securitate, backup, monitorizare și optimizare. Pentru site-uri și magazine online."
https://divasweb.ro/digitalizare-fonduri-europene/,200,Digitalizare cu Fonduri Europene | Implementare — Divas,Digitalizare cu fonduri europene: partenerul tehnic care implementează,"Implementăm partea tehnică a proiectelor de digitalizare finanțate: CRM, eCommerce, integrări, automatizări. Documentație pentru dosar și livrare pe etape."
https://divasweb.ro/despre-noi/,200,"Despre Divas | Agenție Digitală din 2014 — Cluj, Baia Mare",O agenție care a crescut odată cu clienții ei,"Agenție digitală cu birouri în Cluj-Napoca și Baia Mare. 120+ proiecte din 2014, colaborări de peste 3 ani, 70% dintre proiecte venite din recomandări."
https://divasweb.ro/contact/,200,Contact | Divas Web Design — Cluj-Napoca și Baia Mare,Hai să vorbim despre proiectul tău,"Contactează agenția Divas Web Design. Birouri în Cluj-Napoca, Strada Mircea Eliade 42, și Baia Mare, Aleea Toamnei 30. Răspundem în aceeași zi lucrătoare."
https://divasweb.ro/portofoliu/,200,Portofoliu | Proiecte Web și eCommerce — Divas,"Proiecte în producție, cu clienți reali","Proiecte livrate de Divas Web Design: site-uri de prezentare, magazine online, platforme și integrări, pentru companii din România. 120+ proiecte din 2014."
https://divasweb.ro/agentie-web-design-cluj-napoca/,200,Agenție Web Design Cluj-Napoca | Creare Site — Divas,Agenție de web design în Cluj-Napoca,"Agenție de web design în Cluj-Napoca, Strada Mircea Eliade 42. Creare site web, magazine online, marketing și SEO local. 120+ proiecte din 2014."
https://divasweb.ro/agentie-web-design-baia-mare/,200,Agenție Web Design Baia Mare | Creare Site — Divas,Agenție de web design în Baia Mare,"Agenție de web design în Baia Mare, Aleea Toamnei 30. Creare site web, magazine online, marketing și SEO local. 120+ proiecte livrate din 2014."
https://divasweb.ro/creare-site-web-baia-mare/,200,Creare Site Web Baia Mare | Firmă Web Design — Divas,"Creare site web în Baia Mare, pentru firme care vor mai mult decât o prezență","Creare site web în Baia Mare, birou pe Aleea Toamnei 30. Site-uri profesionale pe React și Next.js, rapide și optimizate pentru Google. 120+ proiecte din 2014."
https://divasweb.ro/creare-magazin-online-baia-mare/,200,Creare Magazin Online Baia Mare | eCommerce — Divas,"Creare magazin online în Baia Mare, conectat la gestiunea ta","Creare magazin online în Baia Mare, birou pe Aleea Toamnei 30. Magazine WooCommerce conectate la gestiune, facturare și curieri. 120+ proiecte din 2014."
https://divasweb.ro/agentie-marketing-baia-mare/,200,Agenție Marketing Baia Mare | Google Ads — Divas,"Agenție de marketing în Baia Mare care raportează clienți, nu afișări","Agenție de marketing online în Baia Mare, birou pe Aleea Toamnei 30. Campanii Google Ads și Meta Ads raportate pe cereri, nu pe afișări. Din 2014."
https://divasweb.ro/automatizari-ai-baia-mare/,200,Automatizări AI Baia Mare | Agenți AI Firme — Divas,Automatizări AI pentru firmele din Baia Mare,"Automatizări AI pentru firme din Baia Mare, birou pe Aleea Toamnei 30. Fluxuri automate, agenți AI și procesare de documente. Implementate din 2014."
https://divasweb.ro/firma-software-baia-mare/,200,Firmă Software Baia Mare | Aplicații la Comandă — Divas,"Firmă de software în Baia Mare, pentru aplicații construite pe fluxul tău","Firmă de software în Baia Mare, birou pe Aleea Toamnei 30. Aplicații web și platforme construite pe fluxul intern al companiei. 120+ proiecte din 2014."
https://divasweb.ro/creare-site-web-cluj-napoca/,200,Creare Site Web Cluj-Napoca | Firmă Web Design — Divas,"Creare site web în Cluj-Napoca, într-o piață unde toată lumea are deja site","Creare site web în Cluj-Napoca, birou pe Strada Mircea Eliade 42. Site-uri pe React și Next.js, construite să iasă în evidență într-o piață aglomerată."
https://divasweb.ro/creare-magazin-online-cluj-napoca/,200,Creare Magazin Online Cluj-Napoca | eCommerce — Divas,"Creare magazin online în Cluj-Napoca, conectat la gestiune și la curieri","Creare magazin online în Cluj-Napoca, birou pe Strada Mircea Eliade 42. Magazine WooCommerce conectate la gestiune, facturare și curieri. Din 2014."
https://divasweb.ro/agentie-marketing-cluj-napoca/,200,Agenție Marketing Cluj-Napoca | Google Ads — Divas,"Agenție de marketing în Cluj-Napoca care raportează clienți, nu afișări","Agenție de marketing online în Cluj-Napoca, birou pe Strada Mircea Eliade 42. Campanii Google Ads și Meta Ads raportate pe cereri, nu pe afișări. Din 2014."
https://divasweb.ro/automatizari-ai-cluj-napoca/,200,Automatizări AI Cluj-Napoca | Agenți AI Firme — Divas,Automatizări AI pentru firmele din Cluj-Napoca,"Automatizări AI pentru firme din Cluj-Napoca, birou pe Strada Mircea Eliade 42. Fluxuri automate, agenți AI și procesare de documente. Implementate din 2014."
https://divasweb.ro/firma-software-cluj-napoca/,200,Firmă Software Cluj-Napoca | Aplicații la Comandă — Divas,"Firmă de software în Cluj-Napoca, pentru aplicații construite pe fluxul tău","Firmă de software în Cluj-Napoca, birou pe Strada Mircea Eliade 42. Aplicații web și platforme construite pe fluxul intern, fără echipă proprie de IT."
https://divasweb.ro/termeni-si-conditii/,200,Termeni și condiții | Divas Web Design,Termeni și condiții,Termenii și condițiile de utilizare a site-ului divasweb.ro și condițiile generale de colaborare cu Divas Web Design SRL.
https://divasweb.ro/politica-de-confidentialitate/,200,Politica de confidențialitate | Divas Web Design,Politica de confidențialitate,"Cum colectăm, folosim și protejăm datele personale transmise prin site-ul divasweb.ro, în conformitate cu Regulamentul general privind protecția datelor."
https://divasweb.ro/politica-cookies/,200,Politica de cookie-uri | Divas Web Design,Politica de cookie-uri,"Ce cookie-uri folosim pe divasweb.ro, în ce scop, cât timp se păstrează și cum îți poți schimba oricând preferințele."
https://divasweb.ro/cariere/,200,"Cariere | Divas Web Design — Cluj-Napoca, Baia Mare","Căutăm oameni care vor să construiască, nu doar să livreze","Vrei să lucrezi cu noi? Vezi cum lucrăm, ce roluri deschidem și cum poți trimite o candidatură spontană către echipa Divas Web Design."
